id,log_file,model_sha,log_date,is_current,section,op,M,K,N,rows,cols,tiles,lx,rows_per_core,cores,macs,kernel_us,kernel_us_min,kernel_us_median,kernel_us_std,kernel_us_cv,reps,pred_us,err_pct,bw_gbps,memset_us,other_dev_us,total_dev_us,io_hbm_bytes,layout_a,layout_b,h_tiles,q_tiles,k_tiles,loop_trips,wd,failed,split_forced,split_actual,compute_us,base_us,turn_us,eff_underfill,pt_eff,loop_us,T_model_us
cost_model_sweep_20260807_020123.log:21064,cost_model_sweep_20260807_020123.log,b8805a0,20260807_020123,True,,bcastcol,,,,16384,16384,0,0,,32,,10406.036,10274.135,10406.036,64.605,0.62,7,10149.424,-2.5,103.4,6000.864,305435.423,321842.323,1075838976,,,,,,,,False,,,,7172.26,3081.64,,,,10149.42
cost_model_sweep_20260807_020123.log:21162,cost_model_sweep_20260807_020123.log,b8805a0,20260807_020123,True,,bcastcol,,,,2048,16384,0,0,,32,,1140.891,1136.093,1140.891,2.535,0.22,7,1194.315,4.7,117.9,562.144,29618.572,31321.607,134479872,,,,,,,,False,,,,896.53,385.2,,,,1194.32
cost_model_sweep_20260807_020123.log:21260,cost_model_sweep_20260807_020123.log,b8805a0,20260807_020123,True,,bcastcol,,,,2048,16384,0,1,,32,,1149.805,1141.068,1149.805,4.931,0.43,7,1194.315,3.9,117.0,559.329,29763.493,31472.627,134479872,,,,,,,,False,,,,896.53,385.2,,,,1194.32
cost_model_sweep_20260807_020123.log:21357,cost_model_sweep_20260807_020123.log,b8805a0,20260807_020123,True,,bcastcol,,,,256,16384,0,0,,32,,149.118,146.493,149.118,1.3,0.88,7,171.53,15.0,112.7,50.949,864.084,1064.151,16809984,,,,,,,,False,,,,112.07,48.15,,,,171.53
cost_model_sweep_20260807_020123.log:21455,cost_model_sweep_20260807_020123.log,b8805a0,20260807_020123,True,,bcastcol,,,,256,16384,0,1,,32,,149.754,144.991,149.754,2.129,1.42,7,171.53,14.5,112.3,111.44,833.056,1094.25,16809984,,,,,,,,False,,,,112.07,48.15,,,,171.53
cost_model_sweep_20260807_020123.log:21552,cost_model_sweep_20260807_020123.log,b8805a0,20260807_020123,True,,bcastcol,,,,512,16384,0,0,,32,,285.707,267.79,285.707,17.261,5.94,7,317.17,11.0,117.7,81.051,2235.46,2602.218,33619968,,,,,,,,False,,,,224.13,96.3,,,,317.17
cost_model_sweep_20260807_020123.log:21650,cost_model_sweep_20260807_020123.log,b8805a0,20260807_020123,True,,bcastcol,,,,512,16384,0,1,,32,,297.841,274.636,297.841,20.29,6.79,7,317.17,6.5,112.9,183.222,2272.27,2753.333,33619968,,,,,,,,False,,,,224.13,96.3,,,,317.17
cost_model_sweep_20260807_020123.log:21747,cost_model_sweep_20260807_020123.log,b8805a0,20260807_020123,True,,bcastcol,,,,64,16384,0,0,,32,,34.356,34.097,34.356,0.23,0.67,7,35.021,1.9,122.3,91.938,431.817,558.111,4202496,,,,,,,,False,,,,28.02,12.04,,,,35.02
cost_model_sweep_20260807_020123.log:21844,cost_model_sweep_20260807_020123.log,b8805a0,20260807_020123,True,,bcastcol,,,,64,16384,0,1,,32,,34.707,34.141,34.707,0.478,1.37,7,35.021,0.9,121.1,69.363,423.289,527.359,4202496,,,,,,,,False,,,,28.02,12.04,,,,35.02
cost_model_sweep_20260807_020123.log:21942,cost_model_sweep_20260807_020123.log,b8805a0,20260807_020123,True,,bcastcol,,,,8192,16384,0,0,,32,,5057.113,5034.602,5057.113,11.322,0.22,7,4971.529,-1.7,106.4,2935.56,147059.866,155052.539,537919488,,,,,,,,False,,,,3586.13,1540.82,,,,4971.53
cost_model_sweep_20260807_020123.log:22040,cost_model_sweep_20260807_020123.log,b8805a0,20260807_020123,True,,bcastcol,,,,8192,16384,0,1,,32,,5088.586,5057.739,5088.586,27.369,0.54,6,4971.529,-2.3,105.7,2960.634,146809.746,154858.966,537919488,,,,,,,,False,,,,3586.13,1540.82,,,,4971.53
cost_model_sweep_20260807_020123.log:22138,cost_model_sweep_20260807_020123.log,b8805a0,20260807_020123,True,,bcastcol,,,,1024,2048,0,0,,32,,72.839,69.981,72.839,1.574,2.16,7,70.879,-2.7,117.0,92.045,326.249,491.133,8519680,,,,,,,,False,,,,56.8,24.08,,,,70.88
cost_model_sweep_20260807_020123.log:22235,cost_model_sweep_20260807_020123.log,b8805a0,20260807_020123,True,,bcastcol,,,,128,2048,0,0,,32,,13.729,13.041,13.729,0.378,2.78,7,13.067,-4.8,77.6,37.853,194.057,245.639,1064960,,,,,,,,False,,,,7.1,3.01,,,,13.07
cost_model_sweep_20260807_020123.log:22332,cost_model_sweep_20260807_020123.log,b8805a0,20260807_020123,True,,bcastcol,,,,16384,2048,0,0,,32,,1255.957,1249.989,1255.957,8.038,0.64,7,1223.652,-2.6,108.5,578.518,29607.737,31442.212,136314880,,,,,,,,False,,,,908.77,385.2,,,,1223.65
cost_model_sweep_20260807_020123.log:22430,cost_model_sweep_20260807_020123.log,b8805a0,20260807_020123,True,,bcastcol,,,,2048,2048,0,1,,32,,139.762,137.943,139.762,1.837,1.31,7,144.401,3.3,121.9,114.366,851.494,1105.622,17039360,,,,,,,,False,,,,113.6,48.15,,,,144.4
cost_model_sweep_20260807_020123.log:22528,cost_model_sweep_20260807_020123.log,b8805a0,20260807_020123,True,,bcastcol,,,,2048,2048,0,0,,32,,139.683,138.648,139.683,0.948,0.68,7,144.401,3.4,122.0,102.186,806.991,1048.86,17039360,,,,,,,,False,,,,113.6,48.15,,,,144.4
cost_model_sweep_20260807_020123.log:22625,cost_model_sweep_20260807_020123.log,b8805a0,20260807_020123,True,,bcastcol,,,,256,2048,0,0,,32,,20.332,19.833,20.332,0.227,1.12,7,21.514,5.8,104.8,53.308,190.297,263.937,2129920,,,,,,,,False,,,,14.2,6.02,,,,21.51
cost_model_sweep_20260807_020123.log:22722,cost_model_sweep_20260807_020123.log,b8805a0,20260807_020123,True,,bcastcol,,,,512,2048,0,0,,32,,36.613,34.887,36.613,0.856,2.38,7,38.903,6.3,116.3,90.38,416.598,543.591,4259840,,,,,,,,False,,,,28.4,12.04,,,,38.9
cost_model_sweep_20260807_020123.log:22819,cost_model_sweep_20260807_020123.log,b8805a0,20260807_020123,True,,bcastcol,,,,64,2048,0,0,,32,,9.408,9.276,9.408,0.605,6.23,7,9.342,-0.7,56.6,34.235,141.432,185.075,532480,,,,,,,,False,,,,3.55,1.5,,,,9.34
cost_model_sweep_20260807_020123.log:22916,cost_model_sweep_20260807_020123.log,b8805a0,20260807_020123,True,,bcastcol,,,,8192,2048,0,0,,32,,614.528,610.266,614.528,2.388,0.39,7,599.977,-2.4,110.9,182.057,8532.859,9329.444,68157440,,,,,,,,False,,,,454.38,192.6,,,,599.98
cost_model_sweep_20260807_020123.log:23014,cost_model_sweep_20260807_020123.log,b8805a0,20260807_020123,True,,bcastcol,,,,8192,2048,0,1,,32,,610.835,605.491,610.835,2.684,0.44,7,599.977,-1.8,111.6,188.667,8457.734,9257.236,68157440,,,,,,,,False,,,,454.38,192.6,,,,599.98
cost_model_sweep_20260807_020123.log:23111,cost_model_sweep_20260807_020123.log,b8805a0,20260807_020123,True,,bcastcol,,,,2048,256,0,0,,32,,19.716,19.352,19.716,0.15,0.76,7,19.119,-3.0,119.7,53.905,65.523,139.144,2359296,,,,,,,,False,,,,15.73,6.02,,,,19.12
cost_model_sweep_20260807_020123.log:23209,cost_model_sweep_20260807_020123.log,b8805a0,20260807_020123,True,,bcastcol,,,,1024,4096,0,0,,32,,162.783,160.083,162.783,1.665,1.03,7,142.806,-12.3,103.9,116.361,853.126,1132.27,16908288,,,,,,,,False,,,,112.72,48.15,,,,142.81
cost_model_sweep_20260807_020123.log:23306,cost_model_sweep_20260807_020123.log,b8805a0,20260807_020123,True,,bcastcol,,,,128,4096,0,0,,32,,27.106,26.389,27.106,0.502,1.86,7,25.012,-7.7,78.0,52.214,291.033,370.353,2113536,,,,,,,,False,,,,14.09,6.02,,,,25.01
cost_model_sweep_20260807_020123.log:23404,cost_model_sweep_20260807_020123.log,b8805a0,20260807_020123,True,,bcastcol,,,,16384,4096,0,0,,32,,2508.618,2497.011,2508.618,10.08,0.4,7,2468.363,-1.6,107.8,1384.371,69729.295,73622.284,270532608,,,,,,,,False,,,,1803.55,770.41,,,,2468.36
cost_model_sweep_20260807_020123.log:23501,cost_model_sweep_20260807_020123.log,b8805a0,20260807_020123,True,,bcastcol,,,,2048,4096,0,0,,32,,280.427,280.158,280.427,1.446,0.51,7,291.02,3.8,120.6,129.457,2248.117,2658.001,33816576,,,,,,,,False,,,,225.44,96.3,,,,291.02
cost_model_sweep_20260807_020123.log:23599,cost_model_sweep_20260807_020123.log,b8805a0,20260807_020123,True,,bcastcol,,,,2048,4096,0,1,,32,,282.514,279.671,282.514,1.494,0.53,7,291.02,3.0,119.7,126.38,2229.054,2637.948,33816576,,,,,,,,False,,,,225.44,96.3,,,,291.02
cost_model_sweep_20260807_020123.log:23696,cost_model_sweep_20260807_020123.log,b8805a0,20260807_020123,True,,bcastcol,,,,256,4096,0,0,,32,,38.611,37.559,38.611,1.042,2.67,7,41.442,7.3,109.5,86.23,392.91,517.751,4227072,,,,,,,,False,,,,28.18,12.04,,,,41.44
cost_model_sweep_20260807_020123.log:23794,cost_model_sweep_20260807_020123.log,b8805a0,20260807_020123,True,,bcastcol,,,,512,4096,0,0,,32,,74.903,72.619,74.903,2.352,3.12,7,75.148,0.3,112.9,80.74,335.911,491.554,8454144,,,,,,,,False,,,,56.36,24.08,,,,75.15
cost_model_sweep_20260807_020123.log:23891,cost_model_sweep_20260807_020123.log,b8805a0,20260807_020123,True,,bcastcol,,,,64,4096,0,0,,32,,17.077,16.264,17.077,0.357,2.11,7,17.613,3.1,61.9,39.024,193.208,249.309,1056768,,,,,,,,False,,,,7.05,3.01,,,,17.61
cost_model_sweep_20260807_020123.log:23988,cost_model_sweep_20260807_020123.log,b8805a0,20260807_020123,True,,bcastcol,,,,8192,4096,0,0,,32,,1222.911,1209.847,1222.911,8.332,0.68,7,1209.895,-1.1,110.6,618.04,29657.208,31498.159,135266304,,,,,,,,False,,,,901.78,385.2,,,,1209.9
cost_model_sweep_20260807_020123.log:24085,cost_model_sweep_20260807_020123.log,b8805a0,20260807_020123,True,,bcastcol,,,,8192,4096,0,1,,32,,1217.218,1208.43,1217.218,6.354,0.52,7,1209.895,-0.6,111.1,612.988,29252.908,31083.114,135266304,,,,,,,,False,,,,901.78,385.2,,,,1209.9
cost_model_sweep_20260807_020123.log:24182,cost_model_sweep_20260807_020123.log,b8805a0,20260807_020123,True,,bcastcol,,,,2048,512,0,0,,32,,35.649,35.495,35.649,0.302,0.84,7,36.648,2.8,125.0,88.265,331.935,455.849,4456448,,,,,,,,False,,,,29.71,12.04,,,,36.65
cost_model_sweep_20260807_020123.log:24280,cost_model_sweep_20260807_020123.log,b8805a0,20260807_020123,True,,bcastcol,,,,1024,8192,0,0,,32,,324.561,322.624,324.561,1.048,0.32,7,288.898,-11.0,103.8,138.317,2268.017,2730.895,33685504,,,,,,,,False,,,,224.57,96.3,,,,288.9
cost_model_sweep_20260807_020123.log:24377,cost_model_sweep_20260807_020123.log,b8805a0,20260807_020123,True,,bcastcol,,,,128,8192,0,0,,32,,52.822,51.019,52.822,0.905,1.71,7,42.966,-18.7,79.7,87.71,426.772,567.304,4210688,,,,,,,,False,,,,28.07,12.04,,,,42.97
cost_model_sweep_20260807_020123.log:24475,cost_model_sweep_20260807_020123.log,b8805a0,20260807_020123,True,,bcastcol,,,,16384,8192,0,0,,32,,5167.001,5084.339,5167.001,45.069,0.88,7,4999.704,-3.2,104.3,2944.21,146760.467,154871.678,538968064,,,,,,,,False,,,,3593.12,1540.82,,,,4999.7
cost_model_sweep_20260807_020123.log:24572,cost_model_sweep_20260807_020123.log,b8805a0,20260807_020123,True,,bcastcol,,,,2048,8192,0,0,,32,,564.138,559.208,564.138,3.282,0.58,7,588.907,4.4,119.4,133.753,8531.073,9228.964,67371008,,,,,,,,False,,,,449.14,192.6,,,,588.91
cost_model_sweep_20260807_020123.log:24670,cost_model_sweep_20260807_020123.log,b8805a0,20260807_020123,True,,bcastcol,,,,256,8192,0,0,,32,,76.714,74.153,76.714,1.969,2.57,7,79.447,3.6,109.8,89.446,390.789,556.949,8421376,,,,,,,,False,,,,56.14,24.08,,,,79.45
cost_model_sweep_20260807_020123.log:24767,cost_model_sweep_20260807_020123.log,b8805a0,20260807_020123,True,,bcastcol,,,,4096,8192,0,1,,32,,1199.089,1191.478,1199.089,4.749,0.4,7,1200.909,0.2,112.4,624.36,29559.281,31382.73,134742016,,,,,,,,False,,,,898.28,385.2,,,,1200.91
cost_model_sweep_20260807_020123.log:24865,cost_model_sweep_20260807_020123.log,b8805a0,20260807_020123,True,,bcastcol,,,,512,8192,0,0,,32,,145.573,138.009,145.573,8.435,5.74,7,147.743,1.5,115.7,101.96,806.877,1054.41,16842752,,,,,,,,False,,,,112.29,48.15,,,,147.74
cost_model_sweep_20260807_020123.log:24962,cost_model_sweep_20260807_020123.log,b8805a0,20260807_020123,True,,bcastcol,,,,64,8192,0,0,,32,,17.632,17.257,17.632,0.158,0.9,7,18.631,5.7,119.4,54.097,279.69,351.419,2105344,,,,,,,,False,,,,14.04,6.02,,,,18.63
cost_model_sweep_20260807_020123.log:25060,cost_model_sweep_20260807_020123.log,b8805a0,20260807_020123,True,,bcastcol,,,,8192,8192,0,0,,32,,2456.672,2436.729,2456.672,9.563,0.39,7,2449.855,-0.3,109.7,1370.131,69772.675,73599.478,269484032,,,,,,,,False,,,,1796.56,770.41,,,,2449.85
cost_model_sweep_20260807_020123.log:25158,cost_model_sweep_20260807_020123.log,b8805a0,20260807_020123,True,,bmm_3d2d_k_tiling,,,,1024,2048,1,1,,32,,599.299,594.962,599.299,3.541,0.59,7,380.76,-36.5,49.0,118.46,953.407,1671.166,29360128,,,,,,,,False,,,235.47,195.73,48.15,,1.0,,380.76
cost_model_sweep_20260807_020123.log:25271,cost_model_sweep_20260807_020123.log,b8805a0,20260807_020123,True,,bmm_3d2d_k_tiling,,,,1024,2048,16,1,,32,,361488.452,361278.297,361488.452,961.012,0.27,6,265046.907,-26.7,103.4,266.477,912.151,362667.08,37388025984,,,,,,,,False,,,235.47,249253.51,15793.4,,1.0,,265046.91
lxsession_bmm_layout.log:52,lxsession_bmm_layout.log,38554b4,,False,,bmm_layout,,,,1024,2048,0,1,,32,,7372.878,7305.527,7372.878,31.535,0.43,7,6710.886,-9.0,22.8,187.795,6060.159,13620.832,167772160,,,,,,,,False,,,941.88,1118.48,192.6,,1.0,,6710.89
lxsession_bmm_layout.log:152,lxsession_bmm_layout.log,38554b4,,False,,bmm_layout,,,,1024,2048,0,1,,32,,5106.778,5075.347,5106.778,16.58,0.32,7,1311.084,-74.3,32.9,179.214,8527.409,13813.401,167772160,,,,,,,,False,,,941.88,1118.48,192.6,,1.0,,1311.08
lxsession_bmm_layout.log:252,lxsession_bmm_layout.log,38554b4,,False,,bmm_layout,,,,1024,2048,0,1,,32,,4269.228,4250.12,4269.228,10.491,0.25,7,1311.084,-69.3,39.3,174.453,8557.576,13001.257,167772160,,,,,,,,False,,,941.88,1118.48,192.6,,1.0,,1311.08
lxsession_bmm_layout.log:352,lxsession_bmm_layout.log,38554b4,,False,,bmm_layout,,,,1024,2048,0,1,,32,,2353.167,2338.129,2353.167,6.38,0.27,7,1311.084,-44.3,71.3,178.549,8578.42,11110.136,167772160,,,,,,,,False,,,941.88,1118.48,192.6,,1.0,,1311.08
lxsession_bmm_layout.log:452,lxsession_bmm_layout.log,38554b4,,False,,bmm_layout,,,,512,2048,0,1,,32,,1869.422,1860.545,1869.422,10.564,0.56,7,1677.722,-10.3,40.4,93.081,846.421,2808.924,75497472,,,,,,,,False,,,235.47,503.32,48.15,,1.0,,1677.72
lxsession_bmm_layout.log:552,lxsession_bmm_layout.log,38554b4,,False,,bmm_layout,,,,512,2048,0,1,,32,,1518.959,1513.55,1518.959,4.815,0.32,7,551.467,-63.7,49.7,56.179,859.418,2434.556,75497472,,,,,,,,False,,,235.47,503.32,48.15,,1.0,,551.47
lxsession_bmm_layout.log:652,lxsession_bmm_layout.log,38554b4,,False,,bmm_layout,,,,512,2048,0,1,,32,,1238.103,1233.047,1238.103,4.18,0.34,7,551.467,-55.5,61.0,55.289,865.601,2158.993,75497472,,,,,,,,False,,,235.47,503.32,48.15,,1.0,,551.47
lxsession_bmm_layout.log:752,lxsession_bmm_layout.log,38554b4,,False,,bmm_layout,,,,512,2048,0,1,,32,,813.92,811.75,813.92,1.594,0.2,7,551.467,-32.2,92.8,53.877,858.934,1726.731,75497472,,,,,,,,False,,,235.47,503.32,48.15,,1.0,,551.47
lxsession_bmm_layout.log:852,lxsession_bmm_layout.log,38554b4,,False,,bmm_layout,,,,1024,1024,0,1,,32,,457.244,453.977,457.244,2.116,0.46,7,107.961,-76.4,27.5,78.505,383.996,919.745,12582912,,,,,,,,False,,,58.87,83.89,24.08,,1.0,,107.96
lxsession_bmm_layout.log:952,lxsession_bmm_layout.log,38554b4,,False,,bmm_layout,,,,1024,1024,0,1,,32,,283.168,281.316,283.168,2.139,0.75,7,107.961,-61.9,44.4,81.489,395.634,760.291,12582912,,,,,,,,False,,,58.87,83.89,24.08,,1.0,,107.96
lxsession_bmm_layout.log:1052,lxsession_bmm_layout.log,38554b4,,False,,bmm_layout,,,,1024,1024,0,1,,32,,371.579,370.471,371.579,1.051,0.28,7,107.961,-70.9,33.9,82.971,382.429,836.979,12582912,,,,,,,,False,,,58.87,83.89,24.08,,1.0,,107.96
lxsession_bmm_layout.log:1152,lxsession_bmm_layout.log,38554b4,,False,,bmm_layout,,,,1024,1024,0,1,,32,,198.424,197.514,198.424,1.004,0.51,7,107.961,-45.6,63.4,78.102,376.945,653.471,12582912,,,,,,,,False,,,58.87,83.89,24.08,,1.0,,107.96
lxsession_bmm_layout.log:1252,lxsession_bmm_layout.log,38554b4,,False,,bmm_layout,,,,1024,2048,0,1,,32,,466.52,464.682,466.52,1.341,0.29,7,163.885,-64.9,45.0,80.661,462.861,1010.042,20971520,,,,,,,,False,,,117.73,139.81,24.08,,1.0,,163.89
lxsession_bmm_layout.log:1352,lxsession_bmm_layout.log,38554b4,,False,,bmm_layout,,,,1024,2048,0,1,,32,,382.253,378.181,382.253,1.751,0.46,7,163.885,-57.1,54.9,82.317,493.133,957.703,20971520,,,,,,,,False,,,117.73,139.81,24.08,,1.0,,163.89
lxsession_bmm_layout.log:1452,lxsession_bmm_layout.log,38554b4,,False,,bmm_layout,,,,1024,2048,0,1,,32,,305.758,303.322,305.758,1.091,0.36,7,163.885,-46.4,68.6,78.848,511.837,896.443,20971520,,,,,,,,False,,,117.73,139.81,24.08,,1.0,,163.89
lxsession_bmm_layout.log:1552,lxsession_bmm_layout.log,38554b4,,False,,bmm_layout,,,,1024,2048,0,1,,32,,216.812,214.401,216.812,1.058,0.49,7,163.885,-24.4,96.7,91.189,408.498,716.499,20971520,,,,,,,,False,,,117.73,139.81,24.08,,1.0,,163.89
lxsession_bmm_layout.log:1652,lxsession_bmm_layout.log,38554b4,,False,,bmm_layout,,,,1024,2048,0,1,,32,,960.568,953.188,960.568,4.258,0.44,7,163.885,-82.9,21.8,82.447,505.565,1548.58,20971520,,,,,,,,False,,,117.73,139.81,24.08,,1.0,,163.89
lxsession_bmm_layout.log:1752,lxsession_bmm_layout.log,38554b4,,False,,bmm_layout,,,,1024,2048,0,1,,32,,596.816,593.24,596.816,3.014,0.51,7,163.885,-72.5,35.1,81.634,503.842,1182.292,20971520,,,,,,,,False,,,117.73,139.81,24.08,,1.0,,163.89
lxsession_bmm_layout.log:1852,lxsession_bmm_layout.log,38554b4,,False,,bmm_layout,,,,1024,2048,0,1,,32,,705.661,701.716,705.661,1.952,0.28,7,163.885,-76.8,29.7,91.586,498.915,1296.162,20971520,,,,,,,,False,,,117.73,139.81,24.08,,1.0,,163.89
lxsession_bmm_layout.log:1952,lxsession_bmm_layout.log,38554b4,,False,,bmm_layout,,,,1024,2048,0,1,,32,,332.623,331.881,332.623,1.088,0.33,7,163.885,-50.7,63.0,91.34,494.842,918.805,20971520,,,,,,,,False,,,117.73,139.81,24.08,,1.0,,163.89
lxsession_bmm_layout.log:2052,lxsession_bmm_layout.log,38554b4,,False,,bmm_layout,,,,2048,2048,0,1,,32,,1608.078,1598.197,1608.078,6.448,0.4,7,271.847,-83.1,20.9,106.412,953.836,2668.326,33554432,,,,,,,,False,,,235.47,223.7,48.15,,1.0,,271.85
lxsession_bmm_layout.log:2152,lxsession_bmm_layout.log,38554b4,,False,,bmm_layout,,,,2048,2048,0,1,,32,,1260.339,1251.328,1260.339,10.758,0.85,7,271.847,-78.4,26.6,137.888,907.407,2305.634,33554432,,,,,,,,False,,,235.47,223.7,48.15,,1.0,,271.85
lxsession_bmm_layout.log:2252,lxsession_bmm_layout.log,38554b4,,False,,bmm_layout,,,,2048,2048,0,1,,32,,955.154,947.038,955.154,3.589,0.38,7,271.847,-71.5,35.1,105.922,903.74,1964.816,33554432,,,,,,,,False,,,235.47,223.7,48.15,,1.0,,271.85
lxsession_bmm_layout.log:2352,lxsession_bmm_layout.log,38554b4,,False,,bmm_layout,,,,2048,2048,0,1,,32,,590.869,584.697,590.869,3.03,0.51,7,271.847,-54.0,56.8,96.979,931.168,1619.016,33554432,,,,,,,,False,,,235.47,223.7,48.15,,1.0,,271.85
lxsession_bmm_layout.log:2452,lxsession_bmm_layout.log,38554b4,,False,,bmm_layout,,,,1024,2048,0,1,,32,,678.366,673.347,678.366,2.932,0.43,7,271.847,-59.9,49.5,93.652,936.657,1708.675,33554432,,,,,,,,False,,,235.47,223.7,48.15,,1.0,,271.85
lxsession_bmm_layout.log:2552,lxsession_bmm_layout.log,38554b4,,False,,bmm_layout,,,,1024,2048,0,1,,32,,1075.931,1068.366,1075.931,3.702,0.34,7,271.847,-74.7,31.2,104.25,942.55,2122.731,33554432,,,,,,,,False,,,235.47,223.7,48.15,,1.0,,271.85
lxsession_bmm_layout.log:2652,lxsession_bmm_layout.log,38554b4,,False,,bmm_layout,,,,1024,2048,0,1,,32,,807.322,802.071,807.322,4.07,0.5,7,271.847,-66.3,41.6,94.221,932.981,1834.524,33554432,,,,,,,,False,,,235.47,223.7,48.15,,1.0,,271.85
lxsession_matmul_k_tiling.log:52,lxsession_matmul_k_tiling.log,38554b4,,False,,matmul_k_tiling,,,,2048,2048,1,1,,32,,385.174,382.685,385.174,2.373,0.62,7,266.254,-30.9,65.3,102.709,859.394,1347.277,25165824,,,,,,,,False,,,235.47,167.77,48.15,,1.0,,266.25
lxsession_matmul_k_tiling.log:110,lxsession_matmul_k_tiling.log,38554b4,,False,,matmul_k_tiling,,,,2048,2048,16,1,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
lxsession_matmul_k_tiling.log:227,lxsession_matmul_k_tiling.log,38554b4,,False,,matmul_k_tiling,,,,2048,2048,2,1,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
lxsession_matmul_k_tiling.log:348,lxsession_matmul_k_tiling.log,38554b4,,False,,matmul_k_tiling,,,,2048,2048,4,1,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
lxsession_matmul_k_tiling.log:464,lxsession_matmul_k_tiling.log,38554b4,,False,,matmul_k_tiling,,,,2048,2048,8,1,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
lxsession_matmul_k_tiling.log:622,lxsession_matmul_k_tiling.log,38554b4,,False,,matmul_k_tiling,,,,4096,2048,1,1,,32,,826.741,820.886,826.741,3.94,0.48,7,526.916,-36.3,50.7,116.519,2209.595,3152.855,41943040,,,,,,,,False,,,470.94,279.62,96.3,,1.0,,526.92
lxsession_matmul_k_tiling.log:680,lxsession_matmul_k_tiling.log,38554b4,,False,,matmul_k_tiling,,,,4096,2048,16,1,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
lxsession_matmul_k_tiling.log:797,lxsession_matmul_k_tiling.log,38554b4,,False,,matmul_k_tiling,,,,4096,2048,2,1,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
lxsession_matmul_k_tiling.log:918,lxsession_matmul_k_tiling.log,38554b4,,False,,matmul_k_tiling,,,,4096,2048,4,1,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
lxsession_matmul_k_tiling.log:1039,lxsession_matmul_k_tiling.log,38554b4,,False,,matmul_k_tiling,,,,4096,2048,8,1,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
lxsession_matmul_k_tiling.log:1197,lxsession_matmul_k_tiling.log,38554b4,,False,,matmul_k_tiling,,,,1024,4096,1,1,,32,,195.74,195.102,195.74,0.529,0.27,7,137.867,-29.6,96.4,76.941,415.029,687.71,18874368,,,,,,,,False,,,117.73,125.83,12.04,,1.0,,137.87
lxsession_matmul_k_tiling.log:1310,lxsession_matmul_k_tiling.log,38554b4,,False,,matmul_k_tiling,,,,1024,4096,16,1,,32,,148964.103,148742.621,148964.103,221.1,0.15,7,132481.525,-11.1,125.3,69.215,247.351,149280.669,18658361472,,,,,,,,False,,,117.73,124389.08,8089.3,,1.0,,132481.53
lxsession_matmul_k_tiling.log:1442,lxsession_matmul_k_tiling.log,38554b4,,False,,matmul_k_tiling,,,,1024,4096,2,1,,32,,169721.407,167886.866,169721.407,1249.449,0.74,7,221779.082,30.7,152.1,84.077,161.772,169967.256,25822232704,,,,,,,,False,,,117.73,172148.22,49546.98,,1.0,,221779.08
lxsession_matmul_k_tiling.log:1574,lxsession_matmul_k_tiling.log,38554b4,,False,,matmul_k_tiling,,,,1024,4096,4,1,,32,,168664.746,167660.237,168664.746,442.077,0.26,7,169023.015,0.2,127.9,74.657,168.023,168907.426,21577597056,,,,,,,,False,,,117.73,143850.65,25134.62,,1.0,,169023.01
lxsession_matmul_k_tiling.log:1706,lxsession_matmul_k_tiling.log,38554b4,,False,,matmul_k_tiling,,,,1024,4096,8,1,,32,,159331.515,157926.642,159331.515,533.389,0.34,7,143507.33,-9.9,122.6,75.895,247.012,159654.422,19530776704,,,,,,,,False,,,117.73,130205.18,13289.57,,1.0,,143507.33
lxsession_matmul_row_tiling.log:62,lxsession_matmul_row_tiling.log,38554b4,,False,,matmul_row_tiling,,,,4096,1024,8,1,,32,,326481.036,324047.882,326481.036,1287.849,0.39,7,172019.621,-47.3,72.5,137.227,2418.924,329037.187,23685234688,,,,,,,,False,,,29.43,157901.56,24761.45,0.95,1.0,,172019.62
lxsession_matmul_row_tiling.log:176,lxsession_matmul_row_tiling.log,38554b4,,False,,matmul_row_tiling,,,,4096,2048,1,1,,16,,681.056,672.028,681.056,9.987,1.46,7,470.939,-30.9,43.1,96.904,917.576,1695.536,29360128,,,,,,,,False,,,470.94,195.73,48.15,,1.0,,470.94
lxsession_matmul_row_tiling.log:276,lxsession_matmul_row_tiling.log,38554b4,,False,,matmul_row_tiling,,,,4096,2048,1,1,,32,,409.244,398.211,409.244,4.996,1.23,7,306.799,-25.0,71.7,101.777,937.535,1448.556,29360128,,,,,,,,False,,,235.47,195.73,48.15,,1.0,,306.8
lxsession_matmul_row_tiling.log:334,lxsession_matmul_row_tiling.log,38554b4,,False,,matmul_row_tiling,,,,4096,2048,12,1,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
lxsession_matmul_row_tiling.log:443,lxsession_matmul_row_tiling.log,38554b4,,False,,matmul_row_tiling,,,,4096,2048,16,1,,16,,326080.552,325828.057,326080.552,405.999,0.12,7,149208.509,-54.2,62.9,111.716,1021.759,327214.027,20494417920,,,,,,,,False,,,29.43,136629.45,12377.72,0.719,1.0,,149208.51
